index,workflow_ID,dataset_name,class_key,filter_min_counts,normalize_size_factors,scale_input,logtrans_input,model_name,ae_type,hidden_size,hidden_dropout,batchnorm,activation,init,epochs,reduce_lr,early_stop,batch_size,optimizer,verbose,threads,learning_rate,n_perm,permute,mode,pct_split,obs_key,n_keep,keep_obs,train_test_random_seed,obs_subsample,make_fake,true_celltype,false_celltype,pct_false,predictor_model,predict_key,predictor_hidden_sizes,predictor_epochs,predictor_batch_size,semi_sup,predictor_activation,unlabeled_category,save_zinb_param,use_raw_as_output,contrastive_margin,same_class_pct,change_perm,use_TEST
607,607,pbmc3k_processed,louvain,True,False,False,False,dca_into_perm,zinb-conddisp,64,0.0,True,relu,glorot_uniform,100.0,10.0,5.0,32.0,RMSprop,True,,,1,False,fixed_number,,louvain,10.0,,,,False,,,,MLP,louvain,16,50,32,0.0,sigmoid,,,0.0,,,False,False
608,608,pbmc3k_processed,louvain,True,False,False,False,dca_into_perm,zinb-conddisp,64,0.0,True,relu,glorot_uniform,100.0,10.0,5.0,32.0,RMSprop,True,,,1,False,fixed_number,,louvain,50.0,,,,False,,,,MLP,louvain,16,50,32,0.0,sigmoid,,,0.0,,,False,False
609,609,pbmc3k_processed,louvain,True,False,False,False,dca_into_perm,zinb-conddisp,64,0.0,True,relu,glorot_uniform,100.0,10.0,5.0,32.0,RMSprop,True,,,1,False,fixed_number,,louvain,100.0,,,,False,,,,MLP,louvain,16,50,32,0.0,sigmoid,,,0.0,,,False,False
610,610,pbmc3k_processed,louvain,True,False,False,False,dca_into_perm,zinb-conddisp,32,0.0,True,relu,glorot_uniform,100.0,10.0,5.0,32.0,RMSprop,True,,,1,False,percentage,0.1,,,,,,False,,,,MLP,louvain,16,50,32,0.0,sigmoid,,,0.0,,,False,False
611,611,pbmc3k_processed,louvain,True,False,False,False,dca_into_perm,zinb-conddisp,32,0.0,True,relu,glorot_uniform,100.0,10.0,5.0,32.0,RMSprop,True,,,1,False,percentage,0.5,,,,,,False,,,,MLP,louvain,16,50,32,0.0,sigmoid,,,0.0,,,False,False
612,612,pbmc3k_processed,louvain,True,False,False,False,dca_into_perm,zinb-conddisp,32,0.0,True,relu,glorot_uniform,100.0,10.0,5.0,32.0,RMSprop,True,,,1,False,percentage,0.9,,,,,,False,,,,MLP,louvain,16,50,32,0.0,sigmoid,,,0.0,,,False,False
613,613,pbmc3k_processed,louvain,True,False,False,False,dca_into_perm,zinb-conddisp,64,0.0,True,relu,glorot_uniform,100.0,10.0,5.0,32.0,RMSprop,True,,,1,False,percentage,0.1,,,,,,False,,,,MLP,louvain,16,50,32,0.0,sigmoid,,,0.0,,,False,False
614,614,pbmc3k_processed,louvain,True,False,False,False,dca_into_perm,zinb-conddisp,64,0.0,True,relu,glorot_uniform,100.0,10.0,5.0,32.0,RMSprop,True,,,1,False,percentage,0.5,,,,,,False,,,,MLP,louvain,16,50,32,0.0,sigmoid,,,0.0,,,False,False
615,615,pbmc3k_processed,louvain,True,False,False,False,dca_into_perm,zinb-conddisp,64,0.0,True,relu,glorot_uniform,100.0,10.0,5.0,32.0,RMSprop,True,,,1,False,percentage,0.9,,,,,,False,,,,MLP,louvain,16,50,32,0.0,sigmoid,,,0.0,,,False,False
617,617,ajrccm,celltype,True,True,True,True,dca_permuted,normal,128,0.0,True,relu,glorot_uniform,100.0,10.0,5.0,32.0,RMSprop,True,,,1,True,percentage,0.99,,,,71.0,,False,,,,MLP,celltype,64,50,32,0.0,sigmoid,,,0.0,,,False,False
618,618,ajrccm,celltype,True,True,True,True,dca_permuted,normal,128,0.0,True,relu,glorot_uniform,100.0,10.0,5.0,32.0,RMSprop,True,,,1,True,percentage,0.99,,,,44.0,,False,,,,MLP,celltype,64,50,32,0.0,sigmoid,,,0.0,,,False,False
828,828,pbmc3k_processed,louvain,True,True,False,False,dca_permuted,normal,64,0.0,True,relu,glorot_uniform,100.0,10.0,5.0,32.0,RMSprop,True,,,1,True,percentage,0.9,,,,1.0,,False,,,,MLP,louvain,16,50,32,0.0,sigmoid,,0.0,0.0,,,True,False
830,830,pbmc3k_processed,louvain,True,True,False,False,dca_permuted,normal,64,0.0,True,relu,glorot_uniform,100.0,10.0,5.0,32.0,RMSprop,True,,,1,True,percentage,0.9,,,,1.0,,False,,,,MLP,louvain,16,50,32,1.0,softmax,,0.0,0.0,,,True,False
831,831,pbmc3k_processed,louvain,True,True,False,False,dca_permuted,normal,64,0.0,True,relu,glorot_uniform,100.0,10.0,5.0,32.0,RMSprop,True,,,1,True,percentage,0.9,,,,1.0,,False,,,,MLP,louvain,16,50,32,0.0,softmax,,0.0,0.0,,,True,False
442,442,pbmc3k_processed,louvain,True,True,False,False,dca_permuted,normal,64,0.0,True,relu,glorot_uniform,100.0,10.0,5.0,32.0,RMSprop,True,,,1,True,fixed_number,,louvain,5.0,,42.0,,False,,,,MLP,louvain,16,50,32,1.0,softmax,,0.0,0.0,,,True,False
443,443,pbmc3k_processed,louvain,True,True,False,False,dca_permuted,normal,64,0.0,True,relu,glorot_uniform,100.0,10.0,5.0,32.0,RMSprop,True,,,1,True,fixed_number,,louvain,5.0,,43.0,,False,,,,MLP,louvain,16,50,32,1.0,softmax,,0.0,0.0,,,True,False
444,444,pbmc3k_processed,louvain,True,True,False,False,dca_permuted,normal,64,0.0,True,relu,glorot_uniform,100.0,10.0,5.0,32.0,RMSprop,True,,,1,True,fixed_number,,louvain,5.0,,44.0,,False,,,,MLP,louvain,16,50,32,1.0,softmax,,0.0,0.0,,,True,False
594,594,pbmc3k_processed,louvain,True,True,False,False,dca_permuted,normal,64,0.0,True,relu,glorot_uniform,100.0,10.0,5.0,32.0,RMSprop,True,,,1,True,fixed_number,,louvain,5.0,,45.0,,False,,,,MLP,louvain,16,50,32,1.0,softmax,,0.0,0.0,,,True,False
595,595,pbmc3k_processed,louvain,True,True,False,False,dca_permuted,normal,64,0.0,True,relu,glorot_uniform,100.0,10.0,5.0,32.0,RMSprop,True,,,1,True,fixed_number,,louvain,5.0,,46.0,,False,,,,MLP,louvain,16,50,32,1.0,softmax,,0.0,0.0,,,True,False
596,596,pbmc3k_processed,louvain,True,True,False,False,dca_permuted,normal,64,0.0,True,relu,glorot_uniform,100.0,10.0,5.0,32.0,RMSprop,True,,,1,True,fixed_number,,louvain,5.0,,47.0,,False,,,,MLP,louvain,16,50,32,1.0,softmax,,0.0,0.0,,,True,False
597,597,pbmc3k_processed,louvain,True,True,False,False,dca_permuted,normal,64,0.0,True,relu,glorot_uniform,100.0,10.0,5.0,32.0,RMSprop,True,,,1,True,fixed_number,,louvain,10.0,,42.0,,False,,,,MLP,louvain,16,50,32,1.0,softmax,,0.0,0.0,,,True,False
598,598,pbmc3k_processed,louvain,True,True,False,False,dca_permuted,normal,64,0.0,True,relu,glorot_uniform,100.0,10.0,5.0,32.0,RMSprop,True,,,1,True,fixed_number,,louvain,10.0,,43.0,,False,,,,MLP,louvain,16,50,32,1.0,softmax,,0.0,0.0,,,True,False
599,599,pbmc3k_processed,louvain,True,True,False,False,dca_permuted,normal,64,0.0,True,relu,glorot_uniform,100.0,10.0,5.0,32.0,RMSprop,True,,,1,True,fixed_number,,louvain,10.0,,44.0,,False,,,,MLP,louvain,16,50,32,1.0,softmax,,0.0,0.0,,,True,False
600,600,pbmc3k_processed,louvain,True,True,False,False,dca_permuted,normal,64,0.0,True,relu,glorot_uniform,100.0,10.0,5.0,32.0,RMSprop,True,,,1,True,fixed_number,,louvain,10.0,,45.0,,False,,,,MLP,louvain,16,50,32,1.0,softmax,,0.0,0.0,,,True,False
601,601,pbmc3k_processed,louvain,True,True,False,False,dca_permuted,normal,64,0.0,True,relu,glorot_uniform,100.0,10.0,5.0,32.0,RMSprop,True,,,1,True,fixed_number,,louvain,10.0,,46.0,,False,,,,MLP,louvain,16,50,32,1.0,softmax,,0.0,0.0,,,True,False
616,616,pbmc3k_processed,louvain,True,True,False,False,dca_permuted,normal,64,0.0,True,relu,glorot_uniform,100.0,10.0,5.0,32.0,RMSprop,True,,,1,True,fixed_number,,louvain,10.0,,47.0,,False,,,,MLP,louvain,16,50,32,1.0,softmax,,0.0,0.0,,,True,False
619,619,pbmc3k_processed,louvain,True,True,False,False,dca_permuted,normal,64,0.0,True,relu,glorot_uniform,100.0,10.0,5.0,32.0,RMSprop,True,,,1,True,fixed_number,,louvain,50.0,,42.0,,False,,,,MLP,louvain,16,50,32,1.0,softmax,,0.0,0.0,,,True,False
620,620,pbmc3k_processed,louvain,True,True,False,False,dca_permuted,normal,64,0.0,True,relu,glorot_uniform,100.0,10.0,5.0,32.0,RMSprop,True,,,1,True,fixed_number,,louvain,50.0,,43.0,,False,,,,MLP,louvain,16,50,32,1.0,softmax,,0.0,0.0,,,True,False
621,621,pbmc3k_processed,louvain,True,True,False,False,dca_permuted,normal,64,0.0,True,relu,glorot_uniform,100.0,10.0,5.0,32.0,RMSprop,True,,,1,True,fixed_number,,louvain,50.0,,44.0,,False,,,,MLP,louvain,16,50,32,1.0,softmax,,0.0,0.0,,,True,False
622,622,pbmc3k_processed,louvain,True,True,False,False,dca_permuted,normal,64,0.0,True,relu,glorot_uniform,100.0,10.0,5.0,32.0,RMSprop,True,,,1,True,fixed_number,,louvain,50.0,,45.0,,False,,,,MLP,louvain,16,50,32,1.0,softmax,,0.0,0.0,,,True,False
623,623,pbmc3k_processed,louvain,True,True,False,False,dca_permuted,normal,64,0.0,True,relu,glorot_uniform,100.0,10.0,5.0,32.0,RMSprop,True,,,1,True,fixed_number,,louvain,50.0,,46.0,,False,,,,MLP,louvain,16,50,32,1.0,softmax,,0.0,0.0,,,True,False
624,624,pbmc3k_processed,louvain,True,True,False,False,dca_permuted,normal,64,0.0,True,relu,glorot_uniform,100.0,10.0,5.0,32.0,RMSprop,True,,,1,True,fixed_number,,louvain,50.0,,47.0,,False,,,,MLP,louvain,16,50,32,1.0,softmax,,0.0,0.0,,,True,False
625,625,pbmc3k_processed,louvain,True,True,False,False,dca_permuted,normal,64,0.0,True,relu,glorot_uniform,100.0,10.0,5.0,32.0,RMSprop,True,,,1,True,fixed_number,,louvain,100.0,,42.0,,False,,,,MLP,louvain,16,50,32,1.0,softmax,,0.0,0.0,,,True,False
626,626,pbmc3k_processed,louvain,True,True,False,False,dca_permuted,normal,64,0.0,True,relu,glorot_uniform,100.0,10.0,5.0,32.0,RMSprop,True,,,1,True,fixed_number,,louvain,100.0,,43.0,,False,,,,MLP,louvain,16,50,32,1.0,softmax,,0.0,0.0,,,True,False
627,627,pbmc3k_processed,louvain,True,True,False,False,dca_permuted,normal,64,0.0,True,relu,glorot_uniform,100.0,10.0,5.0,32.0,RMSprop,True,,,1,True,fixed_number,,louvain,100.0,,44.0,,False,,,,MLP,louvain,16,50,32,1.0,softmax,,0.0,0.0,,,True,False
628,628,pbmc3k_processed,louvain,True,True,False,False,dca_permuted,normal,64,0.0,True,relu,glorot_uniform,100.0,10.0,5.0,32.0,RMSprop,True,,,1,True,fixed_number,,louvain,100.0,,45.0,,False,,,,MLP,louvain,16,50,32,1.0,softmax,,0.0,0.0,,,True,False
629,629,pbmc3k_processed,louvain,True,True,False,False,dca_permuted,normal,64,0.0,True,relu,glorot_uniform,100.0,10.0,5.0,32.0,RMSprop,True,,,1,True,fixed_number,,louvain,100.0,,46.0,,False,,,,MLP,louvain,16,50,32,1.0,softmax,,0.0,0.0,,,True,False
630,630,pbmc3k_processed,louvain,True,True,False,False,dca_permuted,normal,64,0.0,True,relu,glorot_uniform,100.0,10.0,5.0,32.0,RMSprop,True,,,1,True,fixed_number,,louvain,100.0,,47.0,,False,,,,MLP,louvain,16,50,32,1.0,softmax,,0.0,0.0,,,True,False
631,631,pbmc3k_processed,louvain,True,True,False,False,dca_permuted,normal,64,0.0,True,relu,glorot_uniform,100.0,10.0,5.0,32.0,RMSprop,True,,,1,True,fixed_number,,louvain,5.0,,42.0,,False,,,,MLP,louvain,16,50,32,0.0,softmax,,0.0,0.0,,,True,False
632,632,pbmc3k_processed,louvain,True,True,False,False,dca_permuted,normal,64,0.0,True,relu,glorot_uniform,100.0,10.0,5.0,32.0,RMSprop,True,,,1,True,fixed_number,,louvain,5.0,,43.0,,False,,,,MLP,louvain,16,50,32,0.0,softmax,,0.0,0.0,,,True,False
633,633,pbmc3k_processed,louvain,True,True,False,False,dca_permuted,normal,64,0.0,True,relu,glorot_uniform,100.0,10.0,5.0,32.0,RMSprop,True,,,1,True,fixed_number,,louvain,5.0,,44.0,,False,,,,MLP,louvain,16,50,32,0.0,softmax,,0.0,0.0,,,True,False
634,634,pbmc3k_processed,louvain,True,True,False,False,dca_permuted,normal,64,0.0,True,relu,glorot_uniform,100.0,10.0,5.0,32.0,RMSprop,True,,,1,True,fixed_number,,louvain,5.0,,45.0,,False,,,,MLP,louvain,16,50,32,0.0,softmax,,0.0,0.0,,,True,False
635,635,pbmc3k_processed,louvain,True,True,False,False,dca_permuted,normal,64,0.0,True,relu,glorot_uniform,100.0,10.0,5.0,32.0,RMSprop,True,,,1,True,fixed_number,,louvain,5.0,,46.0,,False,,,,MLP,louvain,16,50,32,0.0,softmax,,0.0,0.0,,,True,False
636,636,pbmc3k_processed,louvain,True,True,False,False,dca_permuted,normal,64,0.0,True,relu,glorot_uniform,100.0,10.0,5.0,32.0,RMSprop,True,,,1,True,fixed_number,,louvain,5.0,,47.0,,False,,,,MLP,louvain,16,50,32,0.0,softmax,,0.0,0.0,,,True,False
637,637,pbmc3k_processed,louvain,True,True,False,False,dca_permuted,normal,64,0.0,True,relu,glorot_uniform,100.0,10.0,5.0,32.0,RMSprop,True,,,1,True,fixed_number,,louvain,10.0,,42.0,,False,,,,MLP,louvain,16,50,32,0.0,softmax,,0.0,0.0,,,True,False
638,638,pbmc3k_processed,louvain,True,True,False,False,dca_permuted,normal,64,0.0,True,relu,glorot_uniform,100.0,10.0,5.0,32.0,RMSprop,True,,,1,True,fixed_number,,louvain,10.0,,43.0,,False,,,,MLP,louvain,16,50,32,0.0,softmax,,0.0,0.0,,,True,False
639,639,pbmc3k_processed,louvain,True,True,False,False,dca_permuted,normal,64,0.0,True,relu,glorot_uniform,100.0,10.0,5.0,32.0,RMSprop,True,,,1,True,fixed_number,,louvain,10.0,,44.0,,False,,,,MLP,louvain,16,50,32,0.0,softmax,,0.0,0.0,,,True,False
640,640,pbmc3k_processed,louvain,True,True,False,False,dca_permuted,normal,64,0.0,True,relu,glorot_uniform,100.0,10.0,5.0,32.0,RMSprop,True,,,1,True,fixed_number,,louvain,10.0,,45.0,,False,,,,MLP,louvain,16,50,32,0.0,softmax,,0.0,0.0,,,True,False
641,641,pbmc3k_processed,louvain,True,True,False,False,dca_permuted,normal,64,0.0,True,relu,glorot_uniform,100.0,10.0,5.0,32.0,RMSprop,True,,,1,True,fixed_number,,louvain,10.0,,46.0,,False,,,,MLP,louvain,16,50,32,0.0,softmax,,0.0,0.0,,,True,False
642,642,pbmc3k_processed,louvain,True,True,False,False,dca_permuted,normal,64,0.0,True,relu,glorot_uniform,100.0,10.0,5.0,32.0,RMSprop,True,,,1,True,fixed_number,,louvain,10.0,,47.0,,False,,,,MLP,louvain,16,50,32,0.0,softmax,,0.0,0.0,,,True,False
643,643,pbmc3k_processed,louvain,True,True,False,False,dca_permuted,normal,64,0.0,True,relu,glorot_uniform,100.0,10.0,5.0,32.0,RMSprop,True,,,1,True,fixed_number,,louvain,50.0,,42.0,,False,,,,MLP,louvain,16,50,32,0.0,softmax,,0.0,0.0,,,True,False
644,644,pbmc3k_processed,louvain,True,True,False,False,dca_permuted,normal,64,0.0,True,relu,glorot_uniform,100.0,10.0,5.0,32.0,RMSprop,True,,,1,True,fixed_number,,louvain,50.0,,43.0,,False,,,,MLP,louvain,16,50,32,0.0,softmax,,0.0,0.0,,,True,False
645,645,pbmc3k_processed,louvain,True,True,False,False,dca_permuted,normal,64,0.0,True,relu,glorot_uniform,100.0,10.0,5.0,32.0,RMSprop,True,,,1,True,fixed_number,,louvain,50.0,,44.0,,False,,,,MLP,louvain,16,50,32,0.0,softmax,,0.0,0.0,,,True,False
646,646,pbmc3k_processed,louvain,True,True,False,False,dca_permuted,normal,64,0.0,True,relu,glorot_uniform,100.0,10.0,5.0,32.0,RMSprop,True,,,1,True,fixed_number,,louvain,50.0,,45.0,,False,,,,MLP,louvain,16,50,32,0.0,softmax,,0.0,0.0,,,True,False
647,647,pbmc3k_processed,louvain,True,True,False,False,dca_permuted,normal,64,0.0,True,relu,glorot_uniform,100.0,10.0,5.0,32.0,RMSprop,True,,,1,True,fixed_number,,louvain,50.0,,46.0,,False,,,,MLP,louvain,16,50,32,0.0,softmax,,0.0,0.0,,,True,False
648,648,pbmc3k_processed,louvain,True,True,False,False,dca_permuted,normal,64,0.0,True,relu,glorot_uniform,100.0,10.0,5.0,32.0,RMSprop,True,,,1,True,fixed_number,,louvain,50.0,,47.0,,False,,,,MLP,louvain,16,50,32,0.0,softmax,,0.0,0.0,,,True,False
649,649,pbmc3k_processed,louvain,True,True,False,False,dca_permuted,normal,64,0.0,True,relu,glorot_uniform,100.0,10.0,5.0,32.0,RMSprop,True,,,1,True,fixed_number,,louvain,100.0,,42.0,,False,,,,MLP,louvain,16,50,32,0.0,softmax,,0.0,0.0,,,True,False
650,650,pbmc3k_processed,louvain,True,True,False,False,dca_permuted,normal,64,0.0,True,relu,glorot_uniform,100.0,10.0,5.0,32.0,RMSprop,True,,,1,True,fixed_number,,louvain,100.0,,43.0,,False,,,,MLP,louvain,16,50,32,0.0,softmax,,0.0,0.0,,,True,False
651,651,pbmc3k_processed,louvain,True,True,False,False,dca_permuted,normal,64,0.0,True,relu,glorot_uniform,100.0,10.0,5.0,32.0,RMSprop,True,,,1,True,fixed_number,,louvain,100.0,,44.0,,False,,,,MLP,louvain,16,50,32,0.0,softmax,,0.0,0.0,,,True,False
652,652,pbmc3k_processed,louvain,True,True,False,False,dca_permuted,normal,64,0.0,True,relu,glorot_uniform,100.0,10.0,5.0,32.0,RMSprop,True,,,1,True,fixed_number,,louvain,100.0,,45.0,,False,,,,MLP,louvain,16,50,32,0.0,softmax,,0.0,0.0,,,True,False
653,653,pbmc3k_processed,louvain,True,True,False,False,dca_permuted,normal,64,0.0,True,relu,glorot_uniform,100.0,10.0,5.0,32.0,RMSprop,True,,,1,True,fixed_number,,louvain,100.0,,46.0,,False,,,,MLP,louvain,16,50,32,0.0,softmax,,0.0,0.0,,,True,False
655,655,pbmc3k_processed,louvain,True,True,False,False,dca_permuted,normal,64,0.0,True,relu,glorot_uniform,100.0,10.0,5.0,32.0,RMSprop,True,,,1,True,fixed_number,,louvain,100.0,,47.0,,False,,,,MLP,louvain,16,50,32,0.0,softmax,,0.0,0.0,,,True,False
656,656,pbmc3k_processed,louvain,True,True,False,False,dca_permuted,normal,64,0.0,True,relu,glorot_uniform,100.0,10.0,5.0,32.0,RMSprop,True,,,1,True,percentage,0.1,,,,42.0,,False,,,,MLP,louvain,16,50,32,1.0,softmax,,0.0,0.0,,,True,False
657,657,pbmc3k_processed,louvain,True,True,False,False,dca_permuted,normal,64,0.0,True,relu,glorot_uniform,100.0,10.0,5.0,32.0,RMSprop,True,,,1,True,percentage,0.1,,,,43.0,,False,,,,MLP,louvain,16,50,32,1.0,softmax,,0.0,0.0,,,True,False
658,658,pbmc3k_processed,louvain,True,True,False,False,dca_permuted,normal,64,0.0,True,relu,glorot_uniform,100.0,10.0,5.0,32.0,RMSprop,True,,,1,True,percentage,0.1,,,,44.0,,False,,,,MLP,louvain,16,50,32,1.0,softmax,,0.0,0.0,,,True,False
659,659,pbmc3k_processed,louvain,True,True,False,False,dca_permuted,normal,64,0.0,True,relu,glorot_uniform,100.0,10.0,5.0,32.0,RMSprop,True,,,1,True,percentage,0.1,,,,45.0,,False,,,,MLP,louvain,16,50,32,1.0,softmax,,0.0,0.0,,,True,False
660,660,pbmc3k_processed,louvain,True,True,False,False,dca_permuted,normal,64,0.0,True,relu,glorot_uniform,100.0,10.0,5.0,32.0,RMSprop,True,,,1,True,percentage,0.1,,,,46.0,,False,,,,MLP,louvain,16,50,32,1.0,softmax,,0.0,0.0,,,True,False
661,661,pbmc3k_processed,louvain,True,True,False,False,dca_permuted,normal,64,0.0,True,relu,glorot_uniform,100.0,10.0,5.0,32.0,RMSprop,True,,,1,True,percentage,0.1,,,,47.0,,False,,,,MLP,louvain,16,50,32,1.0,softmax,,0.0,0.0,,,True,False
662,662,pbmc3k_processed,louvain,True,True,False,False,dca_permuted,normal,64,0.0,True,relu,glorot_uniform,100.0,10.0,5.0,32.0,RMSprop,True,,,1,True,percentage,0.5,,,,42.0,,False,,,,MLP,louvain,16,50,32,1.0,softmax,,0.0,0.0,,,True,False
663,663,pbmc3k_processed,louvain,True,True,False,False,dca_permuted,normal,64,0.0,True,relu,glorot_uniform,100.0,10.0,5.0,32.0,RMSprop,True,,,1,True,percentage,0.5,,,,43.0,,False,,,,MLP,louvain,16,50,32,1.0,softmax,,0.0,0.0,,,True,False
664,664,pbmc3k_processed,louvain,True,True,False,False,dca_permuted,normal,64,0.0,True,relu,glorot_uniform,100.0,10.0,5.0,32.0,RMSprop,True,,,1,True,percentage,0.5,,,,44.0,,False,,,,MLP,louvain,16,50,32,1.0,softmax,,0.0,0.0,,,True,False
665,665,pbmc3k_processed,louvain,True,True,False,False,dca_permuted,normal,64,0.0,True,relu,glorot_uniform,100.0,10.0,5.0,32.0,RMSprop,True,,,1,True,percentage,0.5,,,,45.0,,False,,,,MLP,louvain,16,50,32,1.0,softmax,,0.0,0.0,,,True,False
666,666,pbmc3k_processed,louvain,True,True,False,False,dca_permuted,normal,64,0.0,True,relu,glorot_uniform,100.0,10.0,5.0,32.0,RMSprop,True,,,1,True,percentage,0.5,,,,46.0,,False,,,,MLP,louvain,16,50,32,1.0,softmax,,0.0,0.0,,,True,False
667,667,pbmc3k_processed,louvain,True,True,False,False,dca_permuted,normal,64,0.0,True,relu,glorot_uniform,100.0,10.0,5.0,32.0,RMSprop,True,,,1,True,percentage,0.5,,,,47.0,,False,,,,MLP,louvain,16,50,32,1.0,softmax,,0.0,0.0,,,True,False
668,668,pbmc3k_processed,louvain,True,True,False,False,dca_permuted,normal,64,0.0,True,relu,glorot_uniform,100.0,10.0,5.0,32.0,RMSprop,True,,,1,True,percentage,0.9,,,,42.0,,False,,,,MLP,louvain,16,50,32,1.0,softmax,,0.0,0.0,,,True,False
669,669,pbmc3k_processed,louvain,True,True,False,False,dca_permuted,normal,64,0.0,True,relu,glorot_uniform,100.0,10.0,5.0,32.0,RMSprop,True,,,1,True,percentage,0.9,,,,43.0,,False,,,,MLP,louvain,16,50,32,1.0,softmax,,0.0,0.0,,,True,False
670,670,pbmc3k_processed,louvain,True,True,False,False,dca_permuted,normal,64,0.0,True,relu,glorot_uniform,100.0,10.0,5.0,32.0,RMSprop,True,,,1,True,percentage,0.9,,,,44.0,,False,,,,MLP,louvain,16,50,32,1.0,softmax,,0.0,0.0,,,True,False
671,671,pbmc3k_processed,louvain,True,True,False,False,dca_permuted,normal,64,0.0,True,relu,glorot_uniform,100.0,10.0,5.0,32.0,RMSprop,True,,,1,True,percentage,0.9,,,,45.0,,False,,,,MLP,louvain,16,50,32,1.0,softmax,,0.0,0.0,,,True,False
672,672,pbmc3k_processed,louvain,True,True,False,False,dca_permuted,normal,64,0.0,True,relu,glorot_uniform,100.0,10.0,5.0,32.0,RMSprop,True,,,1,True,percentage,0.9,,,,46.0,,False,,,,MLP,louvain,16,50,32,1.0,softmax,,0.0,0.0,,,True,False
673,673,pbmc3k_processed,louvain,True,True,False,False,dca_permuted,normal,64,0.0,True,relu,glorot_uniform,100.0,10.0,5.0,32.0,RMSprop,True,,,1,True,percentage,0.9,,,,47.0,,False,,,,MLP,louvain,16,50,32,1.0,softmax,,0.0,0.0,,,True,False
674,674,pbmc3k_processed,louvain,True,True,False,False,dca_permuted,normal,64,0.0,True,relu,glorot_uniform,100.0,10.0,5.0,32.0,RMSprop,True,,,1,True,percentage,0.1,,,,42.0,,False,,,,MLP,louvain,16,50,32,0.0,softmax,,0.0,0.0,,,True,False
675,675,pbmc3k_processed,louvain,True,True,False,False,dca_permuted,normal,64,0.0,True,relu,glorot_uniform,100.0,10.0,5.0,32.0,RMSprop,True,,,1,True,percentage,0.1,,,,43.0,,False,,,,MLP,louvain,16,50,32,0.0,softmax,,0.0,0.0,,,True,False
676,676,pbmc3k_processed,louvain,True,True,False,False,dca_permuted,normal,64,0.0,True,relu,glorot_uniform,100.0,10.0,5.0,32.0,RMSprop,True,,,1,True,percentage,0.1,,,,44.0,,False,,,,MLP,louvain,16,50,32,0.0,softmax,,0.0,0.0,,,True,False
677,677,pbmc3k_processed,louvain,True,True,False,False,dca_permuted,normal,64,0.0,True,relu,glorot_uniform,100.0,10.0,5.0,32.0,RMSprop,True,,,1,True,percentage,0.1,,,,45.0,,False,,,,MLP,louvain,16,50,32,0.0,softmax,,0.0,0.0,,,True,False
678,678,pbmc3k_processed,louvain,True,True,False,False,dca_permuted,normal,64,0.0,True,relu,glorot_uniform,100.0,10.0,5.0,32.0,RMSprop,True,,,1,True,percentage,0.1,,,,46.0,,False,,,,MLP,louvain,16,50,32,0.0,softmax,,0.0,0.0,,,True,False
679,679,pbmc3k_processed,louvain,True,True,False,False,dca_permuted,normal,64,0.0,True,relu,glorot_uniform,100.0,10.0,5.0,32.0,RMSprop,True,,,1,True,percentage,0.1,,,,47.0,,False,,,,MLP,louvain,16,50,32,0.0,softmax,,0.0,0.0,,,True,False
680,680,pbmc3k_processed,louvain,True,True,False,False,dca_permuted,normal,64,0.0,True,relu,glorot_uniform,100.0,10.0,5.0,32.0,RMSprop,True,,,1,True,percentage,0.5,,,,42.0,,False,,,,MLP,louvain,16,50,32,0.0,softmax,,0.0,0.0,,,True,False
681,681,pbmc3k_processed,louvain,True,True,False,False,dca_permuted,normal,64,0.0,True,relu,glorot_uniform,100.0,10.0,5.0,32.0,RMSprop,True,,,1,True,percentage,0.5,,,,43.0,,False,,,,MLP,louvain,16,50,32,0.0,softmax,,0.0,0.0,,,True,False
682,682,pbmc3k_processed,louvain,True,True,False,False,dca_permuted,normal,64,0.0,True,relu,glorot_uniform,100.0,10.0,5.0,32.0,RMSprop,True,,,1,True,percentage,0.5,,,,44.0,,False,,,,MLP,louvain,16,50,32,0.0,softmax,,0.0,0.0,,,True,False
683,683,pbmc3k_processed,louvain,True,True,False,False,dca_permuted,normal,64,0.0,True,relu,glorot_uniform,100.0,10.0,5.0,32.0,RMSprop,True,,,1,True,percentage,0.5,,,,45.0,,False,,,,MLP,louvain,16,50,32,0.0,softmax,,0.0,0.0,,,True,False
684,684,pbmc3k_processed,louvain,True,True,False,False,dca_permuted,normal,64,0.0,True,relu,glorot_uniform,100.0,10.0,5.0,32.0,RMSprop,True,,,1,True,percentage,0.5,,,,46.0,,False,,,,MLP,louvain,16,50,32,0.0,softmax,,0.0,0.0,,,True,False
685,685,pbmc3k_processed,louvain,True,True,False,False,dca_permuted,normal,64,0.0,True,relu,glorot_uniform,100.0,10.0,5.0,32.0,RMSprop,True,,,1,True,percentage,0.5,,,,47.0,,False,,,,MLP,louvain,16,50,32,0.0,softmax,,0.0,0.0,,,True,False
686,686,pbmc3k_processed,louvain,True,True,False,False,dca_permuted,normal,64,0.0,True,relu,glorot_uniform,100.0,10.0,5.0,32.0,RMSprop,True,,,1,True,percentage,0.9,,,,42.0,,False,,,,MLP,louvain,16,50,32,0.0,softmax,,0.0,0.0,,,True,False
