index,workflow_ID,dataset_name,class_key,filter_min_counts,normalize_size_factors,scale_input,logtrans_input,model_name,ae_type,hidden_size,hidden_dropout,batchnorm,activation,init,epochs,reduce_lr,early_stop,batch_size,optimizer,verbose,threads,learning_rate,n_perm,permute,mode,pct_split,obs_key,n_keep,keep_obs,train_test_random_seed,obs_subsample,make_fake,true_celltype,false_celltype,pct_false,predictor_model,predict_key,predictor_hidden_sizes,predictor_epochs,predictor_batch_size,semi_sup,predictor_activation,unlabeled_category,save_zinb_param,use_raw_as_output,contrastive_margin,same_class_pct,change_perm,use_TEST,split_strategy,batch_removal_weight,use_hvg
752,752,pbmc3k_processed,louvain,True,True,False,False,dca_into_perm,normal,64,0.0,True,relu,glorot_uniform,100.0,10.0,5.0,32.0,RMSprop,True,,,1,True,percentage,0.9,,,,42.0,,False,,,,MLP,louvain,16,50,32,1.0,softmax,,0.0,0.0,,,True,False,random,,
753,753,pbmc3k_processed,louvain,True,True,False,False,dca_into_perm,normal,64,0.0,True,relu,glorot_uniform,100.0,10.0,5.0,32.0,RMSprop,True,,,1,True,percentage,0.9,,,,43.0,,False,,,,MLP,louvain,16,50,32,1.0,softmax,,0.0,0.0,,,True,False,random,,
754,754,pbmc3k_processed,louvain,True,True,False,False,dca_into_perm,normal,64,0.0,True,relu,glorot_uniform,100.0,10.0,5.0,32.0,RMSprop,True,,,1,True,percentage,0.9,,,,44.0,,False,,,,MLP,louvain,16,50,32,1.0,softmax,,0.0,0.0,,,True,False,random,,
755,755,pbmc3k_processed,louvain,True,True,False,False,dca_into_perm,normal,64,0.0,True,relu,glorot_uniform,100.0,10.0,5.0,32.0,RMSprop,True,,,1,True,percentage,0.9,,,,45.0,,False,,,,MLP,louvain,16,50,32,1.0,softmax,,0.0,0.0,,,True,False,random,,
756,756,pbmc3k_processed,louvain,True,True,False,False,dca_into_perm,normal,64,0.0,True,relu,glorot_uniform,100.0,10.0,5.0,32.0,RMSprop,True,,,1,True,percentage,0.9,,,,46.0,,False,,,,MLP,louvain,16,50,32,1.0,softmax,,0.0,0.0,,,True,False,random,,
757,757,pbmc3k_processed,louvain,True,True,False,False,dca_into_perm,normal,64,0.0,True,relu,glorot_uniform,100.0,10.0,5.0,32.0,RMSprop,True,,,1,True,percentage,0.9,,,,47.0,,False,,,,MLP,louvain,16,50,32,1.0,softmax,,0.0,0.0,,,True,False,random,,
758,758,pbmc3k_processed,louvain,True,True,False,False,dca_into_perm,normal,64,0.0,True,relu,glorot_uniform,100.0,10.0,5.0,32.0,RMSprop,True,,,1,True,percentage,0.1,,,,42.0,,False,,,,MLP,louvain,16,50,32,0.0,softmax,,0.0,0.0,,,True,False,random,,
759,759,pbmc3k_processed,louvain,True,True,False,False,dca_into_perm,normal,64,0.0,True,relu,glorot_uniform,100.0,10.0,5.0,32.0,RMSprop,True,,,1,True,percentage,0.1,,,,43.0,,False,,,,MLP,louvain,16,50,32,0.0,softmax,,0.0,0.0,,,True,False,random,,
760,760,pbmc3k_processed,louvain,True,True,False,False,dca_into_perm,normal,64,0.0,True,relu,glorot_uniform,100.0,10.0,5.0,32.0,RMSprop,True,,,1,True,percentage,0.1,,,,44.0,,False,,,,MLP,louvain,16,50,32,0.0,softmax,,0.0,0.0,,,True,False,random,,
761,761,pbmc3k_processed,louvain,True,True,False,False,dca_into_perm,normal,64,0.0,True,relu,glorot_uniform,100.0,10.0,5.0,32.0,RMSprop,True,,,1,True,percentage,0.1,,,,45.0,,False,,,,MLP,louvain,16,50,32,0.0,softmax,,0.0,0.0,,,True,False,random,,
762,762,pbmc3k_processed,louvain,True,True,False,False,dca_into_perm,normal,64,0.0,True,relu,glorot_uniform,100.0,10.0,5.0,32.0,RMSprop,True,,,1,True,percentage,0.1,,,,46.0,,False,,,,MLP,louvain,16,50,32,0.0,softmax,,0.0,0.0,,,True,False,random,,
763,763,pbmc3k_processed,louvain,True,True,False,False,dca_into_perm,normal,64,0.0,True,relu,glorot_uniform,100.0,10.0,5.0,32.0,RMSprop,True,,,1,True,percentage,0.1,,,,47.0,,False,,,,MLP,louvain,16,50,32,0.0,softmax,,0.0,0.0,,,True,False,random,,
764,764,pbmc3k_processed,louvain,True,True,False,False,dca_into_perm,normal,64,0.0,True,relu,glorot_uniform,100.0,10.0,5.0,32.0,RMSprop,True,,,1,True,percentage,0.5,,,,42.0,,False,,,,MLP,louvain,16,50,32,0.0,softmax,,0.0,0.0,,,True,False,random,,
765,765,pbmc3k_processed,louvain,True,True,False,False,dca_into_perm,normal,64,0.0,True,relu,glorot_uniform,100.0,10.0,5.0,32.0,RMSprop,True,,,1,True,percentage,0.5,,,,43.0,,False,,,,MLP,louvain,16,50,32,0.0,softmax,,0.0,0.0,,,True,False,random,,
766,766,pbmc3k_processed,louvain,True,True,False,False,dca_into_perm,normal,64,0.0,True,relu,glorot_uniform,100.0,10.0,5.0,32.0,RMSprop,True,,,1,True,percentage,0.5,,,,44.0,,False,,,,MLP,louvain,16,50,32,0.0,softmax,,0.0,0.0,,,True,False,random,,
767,767,pbmc3k_processed,louvain,True,True,False,False,dca_into_perm,normal,64,0.0,True,relu,glorot_uniform,100.0,10.0,5.0,32.0,RMSprop,True,,,1,True,percentage,0.5,,,,45.0,,False,,,,MLP,louvain,16,50,32,0.0,softmax,,0.0,0.0,,,True,False,random,,
768,768,pbmc3k_processed,louvain,True,True,False,False,dca_into_perm,normal,64,0.0,True,relu,glorot_uniform,100.0,10.0,5.0,32.0,RMSprop,True,,,1,True,percentage,0.5,,,,46.0,,False,,,,MLP,louvain,16,50,32,0.0,softmax,,0.0,0.0,,,True,False,random,,
769,769,pbmc3k_processed,louvain,True,True,False,False,dca_into_perm,normal,64,0.0,True,relu,glorot_uniform,100.0,10.0,5.0,32.0,RMSprop,True,,,1,True,percentage,0.5,,,,47.0,,False,,,,MLP,louvain,16,50,32,0.0,softmax,,0.0,0.0,,,True,False,random,,
770,770,pbmc3k_processed,louvain,True,True,False,False,dca_into_perm,normal,64,0.0,True,relu,glorot_uniform,100.0,10.0,5.0,32.0,RMSprop,True,,,1,True,percentage,0.9,,,,42.0,,False,,,,MLP,louvain,16,50,32,0.0,softmax,,0.0,0.0,,,True,False,random,,
771,771,pbmc3k_processed,louvain,True,True,False,False,dca_into_perm,normal,64,0.0,True,relu,glorot_uniform,100.0,10.0,5.0,32.0,RMSprop,True,,,1,True,percentage,0.9,,,,43.0,,False,,,,MLP,louvain,16,50,32,0.0,softmax,,0.0,0.0,,,True,False,random,,
772,772,pbmc3k_processed,louvain,True,True,False,False,dca_into_perm,normal,64,0.0,True,relu,glorot_uniform,100.0,10.0,5.0,32.0,RMSprop,True,,,1,True,percentage,0.9,,,,44.0,,False,,,,MLP,louvain,16,50,32,0.0,softmax,,0.0,0.0,,,True,False,random,,
773,773,pbmc3k_processed,louvain,True,True,False,False,dca_into_perm,normal,64,0.0,True,relu,glorot_uniform,100.0,10.0,5.0,32.0,RMSprop,True,,,1,True,percentage,0.9,,,,45.0,,False,,,,MLP,louvain,16,50,32,0.0,softmax,,0.0,0.0,,,True,False,random,,
774,774,pbmc3k_processed,louvain,True,True,False,False,dca_into_perm,normal,64,0.0,True,relu,glorot_uniform,100.0,10.0,5.0,32.0,RMSprop,True,,,1,True,percentage,0.9,,,,46.0,,False,,,,MLP,louvain,16,50,32,0.0,softmax,,0.0,0.0,,,True,False,random,,
775,775,pbmc3k_processed,louvain,True,True,False,False,dca_into_perm,normal,64,0.0,True,relu,glorot_uniform,100.0,10.0,5.0,32.0,RMSprop,True,,,1,True,percentage,0.9,,,,47.0,,False,,,,MLP,louvain,16,50,32,0.0,softmax,,0.0,0.0,,,True,False,random,,
776,776,pbmc3k_processed,louvain,True,True,False,False,scanvi,,0,,,,,,,,,,,,,1,,fixed_number,,louvain,5.0,,42.0,,False,,,,MLP,louvain,16,50,32,,softmax,,,,,,,False,random,,
777,777,pbmc3k_processed,louvain,True,True,False,False,scanvi,,0,,,,,,,,,,,,,1,,fixed_number,,louvain,5.0,,43.0,,False,,,,MLP,louvain,16,50,32,,softmax,,,,,,,False,random,,
778,778,pbmc3k_processed,louvain,True,True,False,False,scanvi,,0,,,,,,,,,,,,,1,,fixed_number,,louvain,5.0,,44.0,,False,,,,MLP,louvain,16,50,32,,softmax,,,,,,,False,random,,
779,779,pbmc3k_processed,louvain,True,True,False,False,scanvi,,0,,,,,,,,,,,,,1,,fixed_number,,louvain,5.0,,45.0,,False,,,,MLP,louvain,16,50,32,,softmax,,,,,,,False,random,,
780,780,pbmc3k_processed,louvain,True,True,False,False,scanvi,,0,,,,,,,,,,,,,1,,fixed_number,,louvain,5.0,,46.0,,False,,,,MLP,louvain,16,50,32,,softmax,,,,,,,False,random,,
781,781,pbmc3k_processed,louvain,True,True,False,False,scanvi,,0,,,,,,,,,,,,,1,,fixed_number,,louvain,5.0,,47.0,,False,,,,MLP,louvain,16,50,32,,softmax,,,,,,,False,random,,
782,782,pbmc3k_processed,louvain,True,True,False,False,scanvi,,0,,,,,,,,,,,,,1,,fixed_number,,louvain,10.0,,42.0,,False,,,,MLP,louvain,16,50,32,,softmax,,,,,,,False,random,,
783,783,pbmc3k_processed,louvain,True,True,False,False,scanvi,,0,,,,,,,,,,,,,1,,fixed_number,,louvain,10.0,,43.0,,False,,,,MLP,louvain,16,50,32,,softmax,,,,,,,False,random,,
784,784,pbmc3k_processed,louvain,True,True,False,False,scanvi,,0,,,,,,,,,,,,,1,,fixed_number,,louvain,10.0,,44.0,,False,,,,MLP,louvain,16,50,32,,softmax,,,,,,,False,random,,
785,785,pbmc3k_processed,louvain,True,True,False,False,scanvi,,0,,,,,,,,,,,,,1,,fixed_number,,louvain,10.0,,45.0,,False,,,,MLP,louvain,16,50,32,,softmax,,,,,,,False,random,,
786,786,pbmc3k_processed,louvain,True,True,False,False,scanvi,,0,,,,,,,,,,,,,1,,fixed_number,,louvain,10.0,,46.0,,False,,,,MLP,louvain,16,50,32,,softmax,,,,,,,False,random,,
787,787,pbmc3k_processed,louvain,True,True,False,False,scanvi,,0,,,,,,,,,,,,,1,,fixed_number,,louvain,10.0,,47.0,,False,,,,MLP,louvain,16,50,32,,softmax,,,,,,,False,random,,
788,788,pbmc3k_processed,louvain,True,True,False,False,scanvi,,0,,,,,,,,,,,,,1,,fixed_number,,louvain,50.0,,42.0,,False,,,,MLP,louvain,16,50,32,,softmax,,,,,,,False,random,,
789,789,pbmc3k_processed,louvain,True,True,False,False,scanvi,,0,,,,,,,,,,,,,1,,fixed_number,,louvain,50.0,,43.0,,False,,,,MLP,louvain,16,50,32,,softmax,,,,,,,False,random,,
790,790,pbmc3k_processed,louvain,True,True,False,False,scanvi,,0,,,,,,,,,,,,,1,,fixed_number,,louvain,50.0,,44.0,,False,,,,MLP,louvain,16,50,32,,softmax,,,,,,,False,random,,
791,791,pbmc3k_processed,louvain,True,True,False,False,scanvi,,0,,,,,,,,,,,,,1,,fixed_number,,louvain,50.0,,45.0,,False,,,,MLP,louvain,16,50,32,,softmax,,,,,,,False,random,,
792,792,pbmc3k_processed,louvain,True,True,False,False,scanvi,,0,,,,,,,,,,,,,1,,fixed_number,,louvain,50.0,,46.0,,False,,,,MLP,louvain,16,50,32,,softmax,,,,,,,False,random,,
793,793,pbmc3k_processed,louvain,True,True,False,False,scanvi,,0,,,,,,,,,,,,,1,,fixed_number,,louvain,50.0,,47.0,,False,,,,MLP,louvain,16,50,32,,softmax,,,,,,,False,random,,
794,794,pbmc3k_processed,louvain,True,True,False,False,scanvi,,0,,,,,,,,,,,,,1,,fixed_number,,louvain,100.0,,42.0,,False,,,,MLP,louvain,16,50,32,,softmax,,,,,,,False,random,,
795,795,pbmc3k_processed,louvain,True,True,False,False,scanvi,,0,,,,,,,,,,,,,1,,fixed_number,,louvain,100.0,,43.0,,False,,,,MLP,louvain,16,50,32,,softmax,,,,,,,False,random,,
796,796,pbmc3k_processed,louvain,True,True,False,False,scanvi,,0,,,,,,,,,,,,,1,,fixed_number,,louvain,100.0,,44.0,,False,,,,MLP,louvain,16,50,32,,softmax,,,,,,,False,random,,
797,797,pbmc3k_processed,louvain,True,True,False,False,scanvi,,0,,,,,,,,,,,,,1,,fixed_number,,louvain,100.0,,45.0,,False,,,,MLP,louvain,16,50,32,,softmax,,,,,,,False,random,,
798,798,pbmc3k_processed,louvain,True,True,False,False,scanvi,,0,,,,,,,,,,,,,1,,fixed_number,,louvain,100.0,,46.0,,False,,,,MLP,louvain,16,50,32,,softmax,,,,,,,False,random,,
799,799,pbmc3k_processed,louvain,True,True,False,False,scanvi,,0,,,,,,,,,,,,,1,,fixed_number,,louvain,100.0,,47.0,,False,,,,MLP,louvain,16,50,32,,softmax,,,,,,,False,random,,
800,800,pbmc3k_processed,louvain,True,True,False,False,scanvi,,0,,,,,,,,,,,,,1,,percentage,0.1,,,,42.0,,False,,,,MLP,louvain,16,50,32,,softmax,,,,,,,False,random,,
801,801,pbmc3k_processed,louvain,True,True,False,False,scanvi,,0,,,,,,,,,,,,,1,,percentage,0.1,,,,43.0,,False,,,,MLP,louvain,16,50,32,,softmax,,,,,,,False,random,,
802,802,pbmc3k_processed,louvain,True,True,False,False,scanvi,,0,,,,,,,,,,,,,1,,percentage,0.1,,,,44.0,,False,,,,MLP,louvain,16,50,32,,softmax,,,,,,,False,random,,
803,803,pbmc3k_processed,louvain,True,True,False,False,scanvi,,0,,,,,,,,,,,,,1,,percentage,0.1,,,,45.0,,False,,,,MLP,louvain,16,50,32,,softmax,,,,,,,False,random,,
804,804,pbmc3k_processed,louvain,True,True,False,False,scanvi,,0,,,,,,,,,,,,,1,,percentage,0.1,,,,46.0,,False,,,,MLP,louvain,16,50,32,,softmax,,,,,,,False,random,,
805,805,pbmc3k_processed,louvain,True,True,False,False,scanvi,,0,,,,,,,,,,,,,1,,percentage,0.1,,,,47.0,,False,,,,MLP,louvain,16,50,32,,softmax,,,,,,,False,random,,
806,806,pbmc3k_processed,louvain,True,True,False,False,scanvi,,0,,,,,,,,,,,,,1,,percentage,0.5,,,,42.0,,False,,,,MLP,louvain,16,50,32,,softmax,,,,,,,False,random,,
807,807,pbmc3k_processed,louvain,True,True,False,False,scanvi,,0,,,,,,,,,,,,,1,,percentage,0.5,,,,43.0,,False,,,,MLP,louvain,16,50,32,,softmax,,,,,,,False,random,,
808,808,pbmc3k_processed,louvain,True,True,False,False,scanvi,,0,,,,,,,,,,,,,1,,percentage,0.5,,,,44.0,,False,,,,MLP,louvain,16,50,32,,softmax,,,,,,,False,random,,
809,809,pbmc3k_processed,louvain,True,True,False,False,scanvi,,0,,,,,,,,,,,,,1,,percentage,0.5,,,,45.0,,False,,,,MLP,louvain,16,50,32,,softmax,,,,,,,False,random,,
810,810,pbmc3k_processed,louvain,True,True,False,False,scanvi,,0,,,,,,,,,,,,,1,,percentage,0.5,,,,46.0,,False,,,,MLP,louvain,16,50,32,,softmax,,,,,,,False,random,,
811,811,pbmc3k_processed,louvain,True,True,False,False,scanvi,,0,,,,,,,,,,,,,1,,percentage,0.5,,,,47.0,,False,,,,MLP,louvain,16,50,32,,softmax,,,,,,,False,random,,
812,812,pbmc3k_processed,louvain,True,True,False,False,scanvi,,0,,,,,,,,,,,,,1,,percentage,0.9,,,,42.0,,False,,,,MLP,louvain,16,50,32,,softmax,,,,,,,False,random,,
813,813,pbmc3k_processed,louvain,True,True,False,False,scanvi,,0,,,,,,,,,,,,,1,,percentage,0.9,,,,43.0,,False,,,,MLP,louvain,16,50,32,,softmax,,,,,,,False,random,,
814,814,pbmc3k_processed,louvain,True,True,False,False,scanvi,,0,,,,,,,,,,,,,1,,percentage,0.9,,,,44.0,,False,,,,MLP,louvain,16,50,32,,softmax,,,,,,,False,random,,
815,815,pbmc3k_processed,louvain,True,True,False,False,scanvi,,0,,,,,,,,,,,,,1,,percentage,0.9,,,,45.0,,False,,,,MLP,louvain,16,50,32,,softmax,,,,,,,False,random,,
816,816,pbmc3k_processed,louvain,True,True,False,False,scanvi,,0,,,,,,,,,,,,,1,,percentage,0.9,,,,46.0,,False,,,,MLP,louvain,16,50,32,,softmax,,,,,,,False,random,,
817,817,pbmc3k_processed,louvain,True,True,False,False,scanvi,,0,,,,,,,,,,,,,1,,percentage,0.9,,,,47.0,,False,,,,MLP,louvain,16,50,32,,softmax,,,,,,,False,random,,
818,818,htap,celltype,True,True,False,False,dca_permuted,normal,128,0.0,True,relu,glorot_uniform,100.0,10.0,5.0,32.0,RMSprop,True,,,1,True,fixed_number,,celltype,5.0,,42.0,,False,,,,MLP,celltype,16,50,32,0.0,softmax,,0.0,0.0,,,True,False,random,,
819,819,htap,celltype,True,True,False,False,dca_permuted,normal,128,0.0,True,relu,glorot_uniform,100.0,10.0,5.0,32.0,RMSprop,True,,,1,True,fixed_number,,celltype,5.0,,43.0,,False,,,,MLP,celltype,16,50,32,0.0,softmax,,0.0,0.0,,,True,False,random,,
820,820,htap,celltype,True,True,False,False,dca_permuted,normal,128,0.0,True,relu,glorot_uniform,100.0,10.0,5.0,32.0,RMSprop,True,,,1,True,fixed_number,,celltype,5.0,,44.0,,False,,,,MLP,celltype,16,50,32,0.0,softmax,,0.0,0.0,,,True,False,random,,
821,821,htap,celltype,True,True,False,False,dca_permuted,normal,128,0.0,True,relu,glorot_uniform,100.0,10.0,5.0,32.0,RMSprop,True,,,1,True,fixed_number,,celltype,10.0,,42.0,,False,,,,MLP,celltype,16,50,32,0.0,softmax,,0.0,0.0,,,True,False,random,,
822,822,htap,celltype,True,True,False,False,dca_permuted,normal,128,0.0,True,relu,glorot_uniform,100.0,10.0,5.0,32.0,RMSprop,True,,,1,True,fixed_number,,celltype,10.0,,43.0,,False,,,,MLP,celltype,16,50,32,0.0,softmax,,0.0,0.0,,,True,False,random,,
823,823,htap,celltype,True,True,False,False,dca_permuted,normal,128,0.0,True,relu,glorot_uniform,100.0,10.0,5.0,32.0,RMSprop,True,,,1,True,fixed_number,,celltype,10.0,,44.0,,False,,,,MLP,celltype,16,50,32,0.0,softmax,,0.0,0.0,,,True,False,random,,
824,824,htap,celltype,True,True,False,False,dca_permuted,normal,128,0.0,True,relu,glorot_uniform,100.0,10.0,5.0,32.0,RMSprop,True,,,1,True,fixed_number,,celltype,50.0,,42.0,,False,,,,MLP,celltype,16,50,32,0.0,softmax,,0.0,0.0,,,True,False,random,,
825,825,htap,celltype,True,True,False,False,dca_permuted,normal,128,0.0,True,relu,glorot_uniform,100.0,10.0,5.0,32.0,RMSprop,True,,,1,True,fixed_number,,celltype,50.0,,43.0,,False,,,,MLP,celltype,16,50,32,0.0,softmax,,0.0,0.0,,,True,False,random,,
826,826,htap,celltype,True,True,False,False,dca_permuted,normal,128,0.0,True,relu,glorot_uniform,100.0,10.0,5.0,32.0,RMSprop,True,,,1,True,fixed_number,,celltype,50.0,,44.0,,False,,,,MLP,celltype,16,50,32,0.0,softmax,,0.0,0.0,,,True,False,random,,
827,827,htap,celltype,True,True,False,False,dca_permuted,normal,128,0.0,True,relu,glorot_uniform,100.0,10.0,5.0,32.0,RMSprop,True,,,1,True,fixed_number,,celltype,100.0,,42.0,,False,,,,MLP,celltype,16,50,32,0.0,softmax,,0.0,0.0,,,True,False,random,,
832,832,htap,celltype,True,True,False,False,dca_permuted,normal,128,0.0,True,relu,glorot_uniform,100.0,10.0,5.0,32.0,RMSprop,True,,,1,True,fixed_number,,celltype,100.0,,43.0,,False,,,,MLP,celltype,16,50,32,0.0,softmax,,0.0,0.0,,,True,False,random,,
833,833,htap,celltype,True,True,False,False,dca_permuted,normal,128,0.0,True,relu,glorot_uniform,100.0,10.0,5.0,32.0,RMSprop,True,,,1,True,fixed_number,,celltype,100.0,,44.0,,False,,,,MLP,celltype,16,50,32,0.0,softmax,,0.0,0.0,,,True,False,random,,
834,834,htap,celltype,True,True,False,False,dca_permuted,normal,128,0.0,True,relu,glorot_uniform,100.0,10.0,5.0,32.0,RMSprop,True,,,1,True,fixed_number,,celltype,5.0,,42.0,,False,,,,MLP,celltype,16,50,32,1.0,softmax,,0.0,0.0,,,True,False,random,,
835,835,htap,celltype,True,True,False,False,dca_permuted,normal,128,0.0,True,relu,glorot_uniform,100.0,10.0,5.0,32.0,RMSprop,True,,,1,True,fixed_number,,celltype,5.0,,43.0,,False,,,,MLP,celltype,16,50,32,1.0,softmax,,0.0,0.0,,,True,False,random,,
836,836,htap,celltype,True,True,False,False,dca_permuted,normal,128,0.0,True,relu,glorot_uniform,100.0,10.0,5.0,32.0,RMSprop,True,,,1,True,fixed_number,,celltype,5.0,,44.0,,False,,,,MLP,celltype,16,50,32,1.0,softmax,,0.0,0.0,,,True,False,random,,
837,837,htap,celltype,True,True,False,False,dca_permuted,normal,128,0.0,True,relu,glorot_uniform,100.0,10.0,5.0,32.0,RMSprop,True,,,1,True,fixed_number,,celltype,10.0,,42.0,,False,,,,MLP,celltype,16,50,32,1.0,softmax,,0.0,0.0,,,True,False,random,,
838,838,htap,celltype,True,True,False,False,dca_permuted,normal,128,0.0,True,relu,glorot_uniform,100.0,10.0,5.0,32.0,RMSprop,True,,,1,True,fixed_number,,celltype,10.0,,43.0,,False,,,,MLP,celltype,16,50,32,1.0,softmax,,0.0,0.0,,,True,False,random,,
839,839,htap,celltype,True,True,False,False,dca_permuted,normal,128,0.0,True,relu,glorot_uniform,100.0,10.0,5.0,32.0,RMSprop,True,,,1,True,fixed_number,,celltype,10.0,,44.0,,False,,,,MLP,celltype,16,50,32,1.0,softmax,,0.0,0.0,,,True,False,random,,
840,840,htap,celltype,True,True,False,False,dca_permuted,normal,128,0.0,True,relu,glorot_uniform,100.0,10.0,5.0,32.0,RMSprop,True,,,1,True,fixed_number,,celltype,50.0,,42.0,,False,,,,MLP,celltype,16,50,32,1.0,softmax,,0.0,0.0,,,True,False,random,,
841,841,htap,celltype,True,True,False,False,dca_permuted,normal,128,0.0,True,relu,glorot_uniform,100.0,10.0,5.0,32.0,RMSprop,True,,,1,True,fixed_number,,celltype,50.0,,43.0,,False,,,,MLP,celltype,16,50,32,1.0,softmax,,0.0,0.0,,,True,False,random,,
842,842,htap,celltype,True,True,False,False,dca_permuted,normal,128,0.0,True,relu,glorot_uniform,100.0,10.0,5.0,32.0,RMSprop,True,,,1,True,fixed_number,,celltype,50.0,,44.0,,False,,,,MLP,celltype,16,50,32,1.0,softmax,,0.0,0.0,,,True,False,random,,
843,843,htap,celltype,True,True,False,False,dca_permuted,normal,128,0.0,True,relu,glorot_uniform,100.0,10.0,5.0,32.0,RMSprop,True,,,1,True,fixed_number,,celltype,100.0,,42.0,,False,,,,MLP,celltype,16,50,32,1.0,softmax,,0.0,0.0,,,True,False,random,,
844,844,htap,celltype,True,True,False,False,dca_permuted,normal,128,0.0,True,relu,glorot_uniform,100.0,10.0,5.0,32.0,RMSprop,True,,,1,True,fixed_number,,celltype,100.0,,43.0,,False,,,,MLP,celltype,16,50,32,1.0,softmax,,0.0,0.0,,,True,False,random,,
845,845,htap,celltype,True,True,False,False,dca_permuted,normal,128,0.0,True,relu,glorot_uniform,100.0,10.0,5.0,32.0,RMSprop,True,,,1,True,fixed_number,,celltype,100.0,,44.0,,False,,,,MLP,celltype,16,50,32,1.0,softmax,,0.0,0.0,,,True,False,random,,
846,846,htap,celltype,True,True,False,False,dca_permuted,normal,128,0.0,True,relu,glorot_uniform,100.0,10.0,5.0,32.0,RMSprop,True,,,1,True,percentage,0.1,,,,42.0,,False,,,,MLP,celltype,16,50,32,0.0,softmax,,0.0,0.0,,,True,False,random,,
847,847,htap,celltype,True,True,False,False,dca_permuted,normal,128,0.0,True,relu,glorot_uniform,100.0,10.0,5.0,32.0,RMSprop,True,,,1,True,percentage,0.1,,,,43.0,,False,,,,MLP,celltype,16,50,32,0.0,softmax,,0.0,0.0,,,True,False,random,,
848,848,htap,celltype,True,True,False,False,dca_permuted,normal,128,0.0,True,relu,glorot_uniform,100.0,10.0,5.0,32.0,RMSprop,True,,,1,True,percentage,0.1,,,,44.0,,False,,,,MLP,celltype,16,50,32,0.0,softmax,,0.0,0.0,,,True,False,random,,
849,849,htap,celltype,True,True,False,False,dca_permuted,normal,128,0.0,True,relu,glorot_uniform,100.0,10.0,5.0,32.0,RMSprop,True,,,1,True,percentage,0.5,,,,42.0,,False,,,,MLP,celltype,16,50,32,0.0,softmax,,0.0,0.0,,,True,False,random,,
850,850,htap,celltype,True,True,False,False,dca_permuted,normal,128,0.0,True,relu,glorot_uniform,100.0,10.0,5.0,32.0,RMSprop,True,,,1,True,percentage,0.5,,,,43.0,,False,,,,MLP,celltype,16,50,32,0.0,softmax,,0.0,0.0,,,True,False,random,,
851,851,htap,celltype,True,True,False,False,dca_permuted,normal,128,0.0,True,relu,glorot_uniform,100.0,10.0,5.0,32.0,RMSprop,True,,,1,True,percentage,0.5,,,,44.0,,False,,,,MLP,celltype,16,50,32,0.0,softmax,,0.0,0.0,,,True,False,random,,
852,852,htap,celltype,True,True,False,False,dca_permuted,normal,128,0.0,True,relu,glorot_uniform,100.0,10.0,5.0,32.0,RMSprop,True,,,1,True,percentage,0.9,,,,42.0,,False,,,,MLP,celltype,16,50,32,0.0,softmax,,0.0,0.0,,,True,False,random,,
853,853,htap,celltype,True,True,False,False,dca_permuted,normal,128,0.0,True,relu,glorot_uniform,100.0,10.0,5.0,32.0,RMSprop,True,,,1,True,percentage,0.9,,,,43.0,,False,,,,MLP,celltype,16,50,32,0.0,softmax,,0.0,0.0,,,True,False,random,,
854,854,htap,celltype,True,True,False,False,dca_permuted,normal,128,0.0,True,relu,glorot_uniform,100.0,10.0,5.0,32.0,RMSprop,True,,,1,True,percentage,0.9,,,,44.0,,False,,,,MLP,celltype,16,50,32,0.0,softmax,,0.0,0.0,,,True,False,random,,
855,855,htap,celltype,True,True,False,False,dca_permuted,normal,128,0.0,True,relu,glorot_uniform,100.0,10.0,5.0,32.0,RMSprop,True,,,1,True,percentage,0.1,,,,42.0,,False,,,,MLP,celltype,16,50,32,1.0,softmax,,0.0,0.0,,,True,False,random,,
856,856,htap,celltype,True,True,False,False,dca_permuted,normal,128,0.0,True,relu,glorot_uniform,100.0,10.0,5.0,32.0,RMSprop,True,,,1,True,percentage,0.1,,,,43.0,,False,,,,MLP,celltype,16,50,32,1.0,softmax,,0.0,0.0,,,True,False,random,,
857,857,htap,celltype,True,True,False,False,dca_permuted,normal,128,0.0,True,relu,glorot_uniform,100.0,10.0,5.0,32.0,RMSprop,True,,,1,True,percentage,0.1,,,,44.0,,False,,,,MLP,celltype,16,50,32,1.0,softmax,,0.0,0.0,,,True,False,random,,
858,858,htap,celltype,True,True,False,False,dca_permuted,normal,128,0.0,True,relu,glorot_uniform,100.0,10.0,5.0,32.0,RMSprop,True,,,1,True,percentage,0.5,,,,42.0,,False,,,,MLP,celltype,16,50,32,1.0,softmax,,0.0,0.0,,,True,False,random,,
859,859,htap,celltype,True,True,False,False,dca_permuted,normal,128,0.0,True,relu,glorot_uniform,100.0,10.0,5.0,32.0,RMSprop,True,,,1,True,percentage,0.5,,,,43.0,,False,,,,MLP,celltype,16,50,32,1.0,softmax,,0.0,0.0,,,True,False,random,,
860,860,htap,celltype,True,True,False,False,dca_permuted,normal,128,0.0,True,relu,glorot_uniform,100.0,10.0,5.0,32.0,RMSprop,True,,,1,True,percentage,0.5,,,,44.0,,False,,,,MLP,celltype,16,50,32,1.0,softmax,,0.0,0.0,,,True,False,random,,
861,861,htap,celltype,True,True,False,False,dca_permuted,normal,128,0.0,True,relu,glorot_uniform,100.0,10.0,5.0,32.0,RMSprop,True,,,1,True,percentage,0.9,,,,42.0,,False,,,,MLP,celltype,16,50,32,1.0,softmax,,0.0,0.0,,,True,False,random,,
